when,stimType,stimPos,resp,rt,initWheelPos,finalWheelPos,tone,dist,cue,cuePos,trialNum,subj,phase,bias,sex,hand,age,acc,err
1220440,Left,7,Left,599,32,33,None,Congruent,y,7,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1228169,Left,4,Left,598,-2,2,Sound_1,None,y,4,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1238364,Right,2,Right,499,-45,-41,None,None,y,2,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1247858,Left,3,Left,599,37,35,None,None,y,3,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1257455,Right,8,Right,798,-41,-33,Sound_1,Congruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1265282,Left,6,None,1001,2,-2,None,Incongruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,0,1
1272311,Right,6,Right,666,33,34,None,Congruent,y,6,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1281939,Left,8,Left,533,-45,-41,Sound_1,None,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1291467,Right,5,Right,635,35,36,Sound_1,None,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1301063,Right,3,Right,497,-42,-43,Sound_1,Congruent,y,3,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1310557,Right,5,Right,798,32,32,None,Congruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1318119,Left,4,Left,766,0,1,None,None,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1331745,Left,8,Left,567,33,32,None,Incongruent,y,8,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1339307,Right,5,Right,834,-4,-1,Sound_1,Incongruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1347136,Left,1,Left,666,40,40,Sound_1,None,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1354798,Right,4,Right,566,-15,0,Sound_1,Congruent,y,4,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1362362,Right,1,Right,732,-33,-31,Sound_1,Incongruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1370057,Left,1,Left,630,0,-2,Sound_1,None,y,1,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1381017,Right,6,Left,597,-31,-30,Sound_1,Congruent,y,6,1,ACC_4-1,experiment,acc,Female,Right,21,0,1
1389111,Right,3,Right,498,-6,-4,None,None,y,3,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1398774,Right,4,Right,663,41,41,Sound_1,Congruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1410466,Right,2,Right,564,4,2,Sound_1,None,y,2,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1421126,Left,7,Left,866,-54,-45,None,Congruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1430456,Left,4,Left,730,40,34,Sound_1,None,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1439084,Left,1,Left,732,3,4,Sound_1,Congruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1446780,Left,6,Left,630,40,34,Sound_1,Congruent,y,6,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1454409,Right,7,Right,630,5,6,Sound_1,Congruent,y,7,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1462037,Right,3,Right,533,-53,-52,None,Incongruent,y,3,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1469566,Right,1,Right,464,4,3,Sound_1,Congruent,y,1,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1477295,Right,5,Right,797,-52,-52,Sound_1,Incongruent,y,5,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1487522,Right,2,Right,465,31,30,Sound_1,Congruent,y,2,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1495018,Left,5,Left,931,3,4,Sound_1,Incongruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1502946,Right,3,Right,499,41,40,None,Congruent,y,3,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1510441,Right,2,Right,433,2,2,None,Congruent,y,2,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1517871,Right,1,Right,467,42,40,Sound_1,Incongruent,y,1,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1525300,Right,6,Left,565,4,4,Sound_1,Congruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,0,1
1533561,Right,7,Right,865,-48,-39,None,None,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1542922,Left,5,Left,833,31,29,None,Incongruent,y,5,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1550751,Left,8,Left,633,-1,1,None,None,y,8,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1558380,Right,6,Right,632,40,40,Sound_1,None,y,6,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1567275,Left,3,Left,598,4,4,Sound_1,Incongruent,y,3,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1574838,Right,8,Right,531,37,37,Sound_1,None,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1585831,Right,8,Right,598,-50,-51,None,None,y,8,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1596058,Left,6,Left,533,41,39,None,None,y,6,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1605554,Right,7,Right,735,-55,-52,Sound_1,Incongruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1616247,Right,7,Right,599,34,33,Sound_1,Incongruent,y,7,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1625809,Left,5,Left,498,-38,-39,None,Congruent,y,5,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1638602,Right,8,Right,700,37,39,None,Congruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1647796,Left,3,Left,565,-47,-45,Sound_1,None,y,3,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1657326,Right,6,Left,697,39,38,Sound_1,Incongruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,0,1
1665252,Right,2,Right,602,5,0,None,None,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1672348,Left,6,Left,766,31,29,Sound_1,Incongruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1683742,Right,3,Right,699,-50,-49,None,Congruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1692936,Left,3,Left,668,32,31,None,Congruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1702131,Right,5,Right,598,-46,-44,None,None,y,5,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1714723,Right,7,Right,632,41,37,None,None,y,7,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1724317,Left,3,Left,665,-40,-39,Sound_1,Congruent,n,NA,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
1733911,Left,4,Left,667,39,40,Sound_1,Incongruent,y,4,1,ACC_4-1,experiment,acc,Female,Right,21,1,0
5396,Left,8,Left,666,33,33,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
15056,Right,8,Right,599,-43,-39,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
24650,Left,7,Left,831,40,39,Sound_1,Incongruent,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
32445,Left,8,Left,798,3,4,Sound_1,Congruent,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
40240,Right,2,Right,732,-37,-35,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
47935,Right,5,Right,699,-4,-2,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
55097,Left,4,Left,599,-40,-40,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
62192,Right,8,Right,799,0,-1,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
69987,Right,8,Right,631,39,40,Sound_1,Congruent,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
80614,Left,8,Left,632,-34,-34,None,Congruent,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
88243,Left,8,Left,631,2,2,None,None,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
95871,Right,8,Right,532,55,54,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
103399,Right,3,Right,666,-1,-1,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
111394,Right,1,Right,465,-51,-49,None,Congruent,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
120854,Right,1,Right,632,40,38,Sound_1,Incongruent,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
130482,Left,1,Left,732,-38,-41,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
137777,Left,2,Left,765,4,0,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
145539,Right,3,Right,564,-47,-46,Sound_1,Congruent,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
155101,Left,3,Left,696,41,37,Sound_1,Congruent,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
162795,Left,4,Left,765,0,0,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
170056,Right,3,Right,499,-47,-48,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
179550,Right,1,Right,632,39,37,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
187212,Left,7,Left,732,0,-2,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
196806,Left,2,Left,697,-52,-47,Sound_1,Incongruent,y,2,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
211596,Left,5,Left,999,55,48,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
219091,Right,6,Right,732,3,9,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
226853,Right,4,Right,831,57,24,Sound_1,Incongruent,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
236848,Right,6,Right,698,-51,-36,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
244075,Left,4,Left,732,1,1,None,Incongruent,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
256367,Right,7,Right,531,-50,-46,Sound_1,None,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
265861,Right,5,Right,598,46,48,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
273456,Left,3,Left,598,1,0,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
281018,Left,4,Left,765,-48,-47,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
290778,Left,7,Left,699,41,35,None,Congruent,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
298440,Left,1,Left,564,-1,0,Sound_1,None,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
306002,Right,8,Right,499,-48,-48,None,None,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
316028,Right,8,Right,632,53,51,None,Incongruent,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
323657,Left,7,Left,599,1,3,None,Incongruent,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
331252,Right,5,Right,766,-58,-57,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
338881,Right,1,Right,498,1,4,Sound_1,Congruent,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
346377,Left,7,Left,564,-53,-52,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
353905,Left,5,Right,632,6,3,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,0,1
360900,Left,6,Left,732,46,44,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
368130,Right,1,Right,664,-1,0,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
375759,Left,1,Left,866,-52,-47,None,None,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
385618,Left,7,None,1001,50,47,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,0,1
394512,Right,4,Right,732,-48,-42,None,Congruent,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
404239,Left,4,Left,731,43,38,Sound_1,Incongruent,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
413966,Right,7,Right,832,-45,-43,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
421295,Right,8,Right,532,4,6,Sound_1,None,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
428823,Right,2,Right,531,50,48,Sound_1,Congruent,y,2,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
438319,Right,4,Right,663,-43,-42,Sound_1,None,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
445980,Left,6,Left,497,4,1,None,Congruent,y,6,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
453474,Left,5,Left,799,37,34,None,Incongruent,y,5,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
461235,Right,1,Right,567,0,3,None,Incongruent,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
468731,Left,3,Left,698,-50,-49,None,Incongruent,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
478425,Left,2,Left,698,41,37,None,Incongruent,y,2,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
486353,Left,8,Left,832,-3,0,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
493648,Right,8,Right,866,-50,-48,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
502977,Right,4,Right,698,39,38,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
512670,Right,8,Right,599,-51,-49,Sound_1,Incongruent,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
520266,Right,1,Right,798,5,6,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
527528,Left,6,Left,465,-46,-47,Sound_1,None,y,6,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
536988,Left,4,Left,666,48,47,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
544651,Left,8,Left,698,0,1,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
552346,Left,3,Left,630,-49,-44,Sound_1,None,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
561940,Left,8,Left,663,52,49,Sound_1,None,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
571600,Right,5,Right,731,-49,-48,Sound_1,Incongruent,y,5,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
579331,Right,7,Right,696,3,6,None,Incongruent,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
587023,Left,6,Left,699,56,54,None,None,y,6,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
596750,Right,7,Right,866,-51,-50,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
604546,Right,4,Right,632,7,1,None,Incongruent,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
612408,Right,7,Right,664,55,50,Sound_1,Incongruent,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
622067,Left,4,Left,606,-47,-45,None,None,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
629662,Left,6,Left,801,4,4,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
636992,Left,8,Left,730,-48,-45,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
646684,Right,6,Right,799,50,46,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
656445,Left,5,Left,867,-44,-42,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
665806,Left,2,Left,699,50,50,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
675433,Left,5,Left,565,-44,-44,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
682964,Right,4,Right,697,7,6,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
690157,Right,6,Right,630,52,48,Sound_1,None,y,6,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
697819,Left,2,Left,564,-1,-1,Sound_1,Congruent,y,2,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
705347,Left,6,Left,498,47,46,Sound_1,Congruent,y,6,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
714842,Left,5,Left,629,-41,-39,Sound_1,Incongruent,y,5,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
722603,Right,7,Right,632,10,8,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
729731,Left,3,Left,598,-39,-38,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
737259,Left,2,Left,532,5,1,None,None,y,2,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
744789,Right,1,Right,464,49,47,None,None,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
752249,Right,7,Right,633,0,1,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
759878,Right,3,Right,564,48,48,None,Congruent,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
767439,Right,4,Right,532,1,5,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
774902,Left,3,Left,567,47,44,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
782463,Left,6,Left,597,3,4,Sound_1,Incongruent,y,6,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
790092,Left,8,Right,663,-33,-39,Sound_1,Incongruent,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,0,1
797620,Right,2,Right,597,2,3,Sound_1,None,y,2,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
805182,Left,1,Left,832,42,40,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
814476,Right,1,Right,832,-46,-44,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
824303,Right,4,Right,798,40,32,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
832265,Left,5,Left,798,0,3,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
840062,Right,5,Right,696,-50,-49,None,None,y,5,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
849720,Right,1,Right,834,58,57,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
858948,Left,4,Left,630,-49,-49,Sound_1,Congruent,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
869374,Right,3,Right,799,57,56,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
876637,Left,2,Left,732,-5,-2,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
883834,Left,3,Left,699,-50,-48,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
891028,Left,1,Left,799,3,4,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
898257,Left,4,Left,533,45,38,None,Congruent,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
906620,Right,3,Right,467,0,5,None,None,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
914379,Left,2,Left,734,-51,-47,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
924139,Right,2,Right,499,51,52,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
931602,Left,7,Left,665,1,3,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
938730,Left,1,Left,632,52,51,None,Congruent,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
946325,Right,4,Right,598,0,5,Sound_1,Congruent,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
953920,Right,6,Right,631,-51,-50,Sound_1,Congruent,y,6,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
961482,Right,3,None,1001,8,7,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,0,1
968311,Right,5,Right,731,53,54,None,Incongruent,y,5,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
976072,Right,8,Right,473,0,3,None,Congruent,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
983502,Left,7,Left,563,-49,-45,Sound_1,Congruent,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
998890,Left,6,None,1001,-3,-8,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,0,1
1020644,Left,2,Left,965,-44,-49,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1030138,Right,8,None,1001,57,59,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,0,1
1039798,Right,5,Right,732,6,3,None,Congruent,y,5,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1047527,Right,4,Right,831,-51,-49,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1055355,Right,2,Right,866,-2,0,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1062717,Left,1,Left,599,-50,-46,Sound_1,Congruent,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1072745,Right,6,Right,866,52,46,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1088901,Right,5,Right,898,-56,-32,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1102925,Left,8,Left,732,46,44,None,Incongruent,y,8,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1112652,Left,8,Left,799,-53,-48,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1119947,Left,1,Left,632,4,3,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1127542,Left,7,Left,965,-47,-41,None,None,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1139768,Right,7,Right,865,43,49,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1149128,Right,6,Right,732,-42,-40,None,Incongruent,y,6,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1157390,Left,1,Left,675,0,2,None,Incongruent,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1165619,Left,2,None,1001,48,37,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,0,1
1174512,Right,4,Right,700,-48,-48,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1212520,Left,3,Left,899,53,31,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1222081,Left,5,Left,599,-46,-50,None,Congruent,y,5,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1230276,Right,6,Right,799,-3,0,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1238271,Left,8,Left,865,33,32,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1245633,Left,7,Left,631,-1,0,Sound_1,None,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1253828,Right,2,Right,832,36,36,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1262788,Left,3,Left,666,-3,0,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1269917,Right,3,Right,667,57,58,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1279811,Right,2,Right,699,-32,-32,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1288939,Right,3,Right,502,47,43,Sound_1,None,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1299398,Right,3,Right,499,-56,-53,None,Incongruent,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1306929,Right,8,Right,730,1,0,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1314122,Left,2,Left,598,53,50,Sound_1,None,y,2,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1323652,Right,3,Right,671,-40,-38,None,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1332777,Left,4,Left,832,52,44,None,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1340105,Left,5,Left,499,2,-4,None,None,y,5,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1347567,Left,6,None,1001,-48,-38,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,0,1
1356995,Right,7,Right,998,30,20,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1364956,Right,6,Right,631,-2,0,Sound_1,Incongruent,y,6,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1372585,Left,5,Left,832,49,49,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1380380,Left,3,Left,571,-2,-1,None,Congruent,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1387910,Right,2,Right,365,-47,-42,None,None,y,2,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1398934,Right,6,None,1001,34,44,None,Congruent,y,6,1,ACC_6-1,experiment,acc,Female,Right,22,0,1
1406263,Right,2,Right,504,2,2,None,Congruent,y,2,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1413893,Right,7,Right,530,55,51,None,None,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1421453,Left,3,Left,598,0,0,Sound_1,Incongruent,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1429015,Right,1,Right,768,-51,-41,None,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1438275,Left,6,None,1001,53,55,Sound_1,Incongruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,0,1
1446070,Right,3,Right,569,0,1,Sound_1,Incongruent,y,3,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1455065,Left,7,Left,698,54,51,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1463128,Left,4,Left,530,-5,-2,Sound_1,Congruent,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1472553,Right,7,Right,804,-51,-46,None,Congruent,y,7,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1482846,Right,2,Right,632,51,44,None,Incongruent,y,2,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1490476,Left,4,Left,563,3,5,Sound_1,None,y,4,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1498036,Right,1,Right,465,-44,-40,Sound_1,None,y,1,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
1507463,Left,1,Left,634,49,44,Sound_1,None,n,NA,1,ACC_6-1,experiment,acc,Female,Right,22,1,0
